timeframe,fast_period,slow_period,signal_period,take_profit_pct,histogram_expansion_bars,divergence_lookback,pivot_window,train_bars,test_bars,train_score,train_return_pct,train_max_drawdown_pct,train_sharpe,train_closed_lots,train_win_rate_pct,train_profit_factor,test_return_pct,test_max_drawdown_pct,test_sharpe,test_closed_lots,test_win_rate_pct,test_profit_factor,test_net_pnl_usdt,is_best_for_timeframe
30m,14,35,6,0.02,3,30,3,6005,2592,-1.6551222943078205,-0.6035089324534966,1.051613361854324,-1.453789918334682,1037,37.319189971070394,0.9138410003720746,-0.2789112134707284,0.5919282040989687,-1.6242581008216128,453,36.20309050772627,0.9064759450515094,-27.89112134707284,False
30m,12,35,12,0.015,2,30,3,5999,2592,-1.6570461989058272,-0.5096171874357606,1.1474290114700667,-1.0713544523600034,1169,39.00769888793841,0.9406638009400137,-0.7592171409737056,0.8957792989473319,-3.945313422007147,521,37.42802303262956,0.7905896943862173,-75.92171409737057,False
30m,8,35,12,0.02,3,30,3,5999,2592,-1.6658968792057873,-0.6243607464536399,1.0415361327521475,-1.4727228556175813,1017,36.87315634218289,0.9119613348381037,-0.3510483418111835,0.7364993289355791,-1.9672213876261964,442,36.199095022624434,0.8838061393598786,-35.10483418111835,False
30m,10,30,12,0.015,3,30,3,6004,2592,-1.6666082118582142,-0.6703030814459089,0.9963051304123054,-1.7115741336820245,945,38.2010582010582,0.9002332367322232,-0.8873842918127592,0.9334248177324462,-5.6528821726175025,417,35.73141486810552,0.7027189117373894,-88.73842918127593,False
30m,14,30,9,0.015,3,30,3,6007,2592,-1.6720655216181828,-0.6538954274866774,1.0181700941315055,-1.7445787404419344,928,38.685344827586206,0.8989268582054979,-0.6703456845275468,0.7245867156164778,-4.02385774267832,419,36.51551312649165,0.7681980341194241,-67.03456845275468,False
30m,14,26,12,0.015,3,30,3,6008,2592,-1.6902706923009867,-0.5957865936446979,1.0944840986562887,-1.5695910803623634,866,38.91454965357968,0.9059836249387139,-0.9297729331037409,0.944901718544014,-5.745673802043374,406,34.72906403940887,0.6919315021437885,-92.97729331037408,False
30m,14,35,6,0.025,3,30,3,6005,2592,-1.7147760215638979,-0.6017026907044237,1.113073330859474,-1.3958832289285703,1044,37.26053639846743,0.915408373728335,-0.11620824623772932,0.6150160374454148,-0.6332294381894117,456,35.96491228070175,0.9614580497650921,-11.620824623772933,False
30m,10,35,9,0.02,3,30,3,6002,2592,-1.7271704040150955,-0.6808459664753537,1.0463244375397418,-1.5856763211234355,1019,37.19332679097154,0.9054529105412762,-0.16436962157900778,0.584985622151478,-0.9526370113446285,436,36.69724770642202,0.9421277430140498,-16.43696215790078,False
30m,12,26,12,0.025,3,30,3,6008,2592,-1.7293625792158243,-0.47955654693032557,1.2498060322854987,-1.0942349081734277,935,37.75401069518717,0.9311867639632301,-0.505119781769281,0.6657750965693773,-2.8360006876677417,412,35.67961165048544,0.833001961476394,-50.511978176928096,False
30m,14,26,12,0.02,3,30,3,6008,2592,-1.732777431186035,-0.515431827896482,1.217345603289553,-1.2470269864382002,883,39.1845979614949,0.9210839194146785,-0.6158628092521575,0.6888723847751804,-3.5019222871974964,411,34.79318734793188,0.7982184867102925,-61.58628092521576,False
30m,14,35,12,0.015,2,30,3,5999,2592,-1.7672446580894023,-0.47792262680999553,1.289322031279407,-1.0102080121191015,1120,38.21428571428571,0.9417912859302341,-0.5701599444011664,0.8042749491451933,-2.943344326728591,489,37.627811860940696,0.8285151089586509,-57.01599444011663,False
30m,8,35,12,0.025,3,30,3,5999,2592,-1.7843379148428744,-0.6368577660150185,1.1474801488278559,-1.4331363326809248,1034,37.234042553191486,0.912416487027819,-0.24244515241050976,0.7138140938855958,-1.3103757727008654,444,36.03603603603604,0.9201696046823057,-24.244515241050976,False
30m,8,35,12,0.015,3,30,3,5999,2592,-1.7919159939943445,-0.7539678642904436,1.037948129703901,-1.9218881341509584,1010,36.83168316831683,0.892222026613531,-0.6907759253015138,0.9021118611412051,-4.293704167630558,437,35.92677345537758,0.7673751457528899,-69.07759253015138,False
30m,12,30,12,0.025,3,30,3,6004,2592,-1.8041420480403003,-0.4881810666119054,1.3159609814283948,-1.115284677901651,918,38.77995642701525,0.9282157087480859,-0.373046090407679,0.5399292791352721,-2.0501731451575576,418,35.645933014354064,0.8732724203393645,-37.3046090407679,False
30m,10,35,9,0.025,3,30,3,6002,2592,-1.8152386760857608,-0.6744385882543611,1.1408000878313997,-1.5020776907084123,1033,37.7541142303969,0.9081081100566877,-0.05976949630223317,0.618217604272846,-0.3325844530081652,435,36.321839080459775,0.9789722153189095,-5.9769496302233165,False
30m,14,35,6,0.015,3,30,3,6005,2592,-1.8270579721907403,-0.7923874134398101,1.0346705587509302,-2.0770324149749952,1027,37.29308666017527,0.8850606877263949,-0.6085291664673969,0.7044648158961353,-3.940437790757596,447,36.46532438478747,0.7930151527708765,-60.852916646739686,False
30m,14,35,9,0.015,2,30,3,6002,2592,-1.8487395825990256,-0.6137520692924228,1.2349875133066028,-1.307752027127452,1193,38.39061190276614,0.9297950851816169,-0.7836431749136319,0.9304741027311427,-4.00025178451838,536,36.38059701492538,0.7860476217445218,-78.36431749136318,False
30m,10,35,12,0.015,2,30,3,5999,2592,-1.8672323065603398,-0.6743281799628676,1.192904126597472,-1.4204837733437983,1186,38.27993254637437,0.9225671435307095,-0.893061817006419,1.034067766554098,-4.5965740204552,544,36.029411764705884,0.7658439125955822,-89.3061817006419,False
30m,14,26,12,0.025,3,30,3,6008,2592,-1.870442300562269,-0.4912886397615875,1.3791536608006816,-1.1203607220604326,899,39.15461624026697,0.927469293732483,-0.5735465922601725,0.6566097748749125,-3.1860776774812174,410,34.146341463414636,0.8136472335976244,-57.35465922601725,False
30m,14,35,12,0.025,2,30,3,5999,2592,-1.8820686209675668,-0.39431696504358116,1.4877516559239856,-0.7091209727558074,1186,37.85834738617201,0.9566567510299699,-0.18778627733427128,0.7532430146844968,-0.8268563596626415,512,36.71875,0.9468240769554377,-18.77862773342713,False
30m,14,35,9,0.02,2,30,3,6002,2592,-1.9237790736146918,-0.6227859850428468,1.300993088571845,-1.192166619314902,1247,37.44987971130714,0.933204105533608,-0.5224776003615261,0.6900551132078179,-2.458958278726579,553,36.34719710669078,0.8634584234333413,-52.24776003615261,False
30m,14,35,9,0.025,2,30,3,6002,2592,-1.9394255465361148,-0.6420453508753963,1.2973801956607185,-1.1565522507322687,1265,37.54940711462451,0.9333614507714644,-0.3932601769523353,0.6305804067441083,-1.71952701335214,559,35.59928443649374,0.9000041944199809,-39.32601769523353,False
30m,12,35,12,0.015,3,30,3,5999,2592,-1.9451978204399227,-0.749746748130492,1.1954510723094307,-2.0319320502117564,852,38.967136150234744,0.8794179973917774,-0.5306279010637809,0.6553487430641076,-3.4710535818619612,382,35.07853403141361,0.7935796929115755,-53.06279010637809,False
30m,12,30,12,0.015,3,30,3,6004,2592,-1.9466647159660868,-0.7762895572598427,1.170375158706244,-2.056365175695668,876,38.4703196347032,0.8787632842917866,-0.6682885931664168,0.708837231242972,-4.0941686797819425,412,36.650485436893206,0.7660972433582278,-66.82885931664168,False
30m,12,35,12,0.02,3,30,3,5999,2592,-1.9625875862700857,-0.6520386692148532,1.3105489170552325,-1.595024721105184,869,38.780207134637514,0.898429678960759,-0.3684868590100996,0.5797663243296183,-2.1900452907535275,388,34.27835051546392,0.8620224765551269,-36.84868590100996,False
30m,10,30,9,0.025,3,30,3,6007,2592,-2.027852284791858,-0.7924746646367384,1.2353776201551192,-1.7513737111792624,1035,37.10144927536232,0.8941464370382741,-0.19375835718505185,0.6158058543426606,-1.1240537985929908,442,35.74660633484163,0.9329489638805695,-19.375835718505186,False
30m,14,21,12,0.015,2,30,3,6010,2592,-2.028854936775522,-0.7462149154829422,1.2826400212925797,-1.575377531829849,1206,38.14262023217247,0.9151432158607798,-1.0060792764488724,1.1195239852960532,-4.871999388582025,553,36.708860759493675,0.747019965308413,-100.60792764488724,False
30m,12,35,9,0.02,3,30,3,6002,2592,-2.0337665058310432,-0.7196411743624412,1.3141253314686019,-1.7087078975124916,961,38.91779396462019,0.8970907869659069,-0.4327677303045857,0.6011299745623819,-2.397641156413258,431,36.19489559164733,0.8561675742468641,-43.27677303045857,False
30m,14,30,9,0.02,3,30,3,6007,2592,-2.0571655337233685,-0.7503325289542954,1.306833004769073,-1.8139542397321902,946,38.266384778012686,0.8891344135246275,-0.3844231497265173,0.4929898357863702,-2.1194693169642562,425,36.705882352941174,0.8694890139193131,-38.44231497265173,False
30m,10,30,9,0.02,3,30,3,6007,2592,-2.0810208289340775,-0.8617054861789257,1.2193153427551515,-1.9889111409336815,1023,36.75464320625611,0.882524885243802,-0.35428093982614883,0.5879285941786263,-2.1378402637329916,441,35.827664399092974,0.8773062920719685,-35.42809398261488,False
30m,10,30,12,0.02,3,30,3,6004,2592,-2.102477566879343,-0.794273490437954,1.308204076441389,-1.8584304839644101,959,37.43482794577685,0.8872228150950949,-0.5881912578955961,0.6998208980054684,-3.3820727777996873,424,36.32075471698113,0.8058826934241524,-58.81912578955962,False
30m,14,21,12,0.015,3,30,3,6010,2592,-2.131911965596116,-0.8432091829967976,1.2887027825993185,-2.1952525282260678,925,37.513513513513516,0.8733596975282883,-0.8835896059782318,0.9525338539457939,-5.520263879743689,419,36.27684964200477,0.7073744717695544,-88.35896059782317,False
30m,12,30,9,0.015,3,30,3,6007,2592,-2.1491697293927157,-0.9314713147330076,1.2176984146597079,-2.381875696648235,980,37.244897959183675,0.8662109471944198,-0.7834186401474289,0.8503896663575367,-4.890296551873075,434,36.405529953917046,0.7378868241864062,-78.3418640147429,False
30m,14,30,12,0.015,3,30,3,6004,2592,-2.1624303323526144,-0.8596334325132374,1.3027968998393769,-2.319910689775833,848,38.56132075471698,0.8625434296465355,-0.5701135386423448,0.634583715273028,-3.6580523072424027,387,35.400516795865634,0.7784028883463311,-57.01135386423448,False
30m,12,30,9,0.02,3,30,3,6007,2592,-2.176266021390543,-0.8098005053018278,1.3664655160887154,-1.9074512106020374,997,37.31193580742227,0.8873658393831683,-0.5098981051489682,0.6539562139398538,-2.9299482304910116,440,36.36363636363637,0.8324368210701673,-50.98981051489682,False
30m,14,21,12,0.02,3,30,3,6010,2592,-2.1832479477426787,-0.7787012972515004,1.404546650491178,-1.8552660274925452,934,36.937901498929335,0.8869625777097746,-0.71220631901062,0.8421370264175695,-4.139106684655301,424,35.84905660377358,0.7699452158870727,-71.220631901062,False
30m,12,30,9,0.025,3,30,3,6007,2592,-2.1969240243740957,-0.7780627887751144,1.4188612355989816,-1.7596831336846541,1014,37.573964497041416,0.8937808219773922,-0.45713216196469153,0.6266173332620409,-2.5625820566852098,438,35.61643835616438,0.8502735680402986,-45.71321619646915,False
30m,12,26,12,0.015,2,30,3,6008,2592,-2.2208931669528575,-0.8820669780277967,1.3388261889250608,-1.8685202576679163,1219,38.14602132895816,0.9021388879027771,-1.0238890056617858,1.130118428896695,-5.091232141294876,538,36.2453531598513,0.7362993084398588,-102.38890056617856,False
30m,14,30,12,0.02,3,30,3,6004,2592,-2.2414417002983327,-0.8146088994363162,1.4268328008620164,-1.9963049250467906,864,38.425925925925924,0.8734719232423789,-0.354628068447073,0.526323429078768,-2.0649169494193873,393,34.605597964376585,0.8659487794328616,-35.4628068447073,False
30m,14,30,9,0.025,3,30,3,6007,2592,-2.253280882846377,-0.7970115289156637,1.4562693539307134,-1.8511884776732146,955,37.90575916230367,0.8838578073582178,-0.29139794919618,0.4546819241859591,-1.5653994929272468,426,36.15023474178404,0.9017397732874035,-29.139794919617998,False
30m,12,21,12,0.025,3,30,3,6010,2592,-2.257163528250693,-1.0077118884141236,1.2494516398365698,-2.1992680314775903,985,36.6497461928934,0.8658604747101236,-0.15170481643046516,0.4852227548582985,-0.8567750098170401,412,35.92233009708738,0.9455127367031734,-15.170481643046514,False
30m,14,21,12,0.02,2,30,3,6010,2592,-2.267191892747145,-0.7811285218071862,1.4860633709399589,-1.4924854885398586,1261,37.82712133227597,0.9168760789659096,-0.8696878449278302,1.015183750570501,-3.975188656087586,557,36.983842010771994,0.7850291948726434,-86.96878449278302,False
30m,10,35,12,0.02,2,30,3,5999,2592,-2.2695742312707625,-0.7691882149548656,1.5003860163158969,-1.4570188505157264,1250,37.76,0.9184458250559763,-0.6209176450353516,0.7894625705356768,-2.932122760370195,558,36.55913978494624,0.8412296800988847,-62.09176450353516,False
30m,14,21,12,0.025,3,30,3,6010,2592,-2.27980897931942,-0.7702973448766716,1.5095116344427482,-1.7418013993187085,944,36.97033898305085,0.8913161627492846,-0.586654599791018,0.7456209208065155,-3.270931610266855,425,35.529411764705884,0.8115743817458504,-58.6654599791018,False
30m,10,26,12,0.025,3,30,3,6008,2592,-2.2878107881099816,-0.8957834713040392,1.3920273168059425,-1.975355244572186,1008,37.10317460317461,0.8803689817966716,-0.29874832114743183,0.5295924778106836,-1.6938118861264935,421,36.81710213776722,0.8962549755606067,-29.874832114743185,False
30m,8,30,12,0.015,3,30,3,6004,2592,-2.3012757940760498,-1.0370212209912644,1.2642545730847852,-2.64588302501847,1020,36.470588235294116,0.855776126124217,-0.445513289541741,0.7033787514014971,-2.8624972747904045,440,37.72727272727273,0.8415097415760249,-44.551328954174096,False
30m,12,35,12,0.02,2,30,3,5999,2592,-2.302305982226328,-0.7863636055094684,1.5159423767168596,-1.4669299288984647,1230,38.699186991869915,0.9162631950406911,-0.5069756333975965,0.7957833925275989,-2.417501601847414,533,37.89868667917448,0.8633360778173462,-50.697563339759654,False
30m,12,21,12,0.015,3,30,3,6010,2592,-2.302373961198725,-1.1044421531313857,1.1979318080673391,-2.7138165687617795,971,36.76622039134912,0.8449594360274679,-0.5858113982100258,0.6606209158138022,-3.8014102501422973,407,36.11793611793612,0.7853269930067558,-58.58113982100258,False
30m,10,21,12,0.015,3,30,3,6010,2592,-2.3040783656959927,-1.1241752939521938,1.1799030717437988,-2.850900768977777,990,37.27272727272727,0.8429399279848374,-0.7716131568883793,0.8116608837494252,-4.974027845690822,431,34.33874709976798,0.7374924817263444,-77.16131568883793,False
30m,10,35,12,0.025,2,30,3,5999,2592,-2.321863801235057,-0.8011176577746483,1.5207461434604088,-1.4343273958803866,1264,37.57911392405063,0.9172989839826077,-0.5907298127186186,0.8026156995390842,-2.6186236435822248,565,35.575221238938056,0.8545094511428307,-59.07298127186186,False
30m,14,26,12,0.015,2,30,3,6008,2592,-2.3219686303875204,-0.8830450511249364,1.438923579262584,-1.864002691883166,1160,37.58620689655172,0.899358550858673,-0.9781051379086421,1.1056012869722398,-4.996406363145888,521,36.08445297504799,0.7422529860237249,-97.8105137908642,False
30m,10,30,12,0.025,3,30,3,6004,2592,-2.3365278307399424,-0.8562059350318668,1.4803218957080755,-1.9176341000500452,972,37.4485596707819,0.8813310237477434,-0.48714043384585237,0.6277979851835184,-2.7072539918325393,426,35.91549295774648,0.8407128106094129,-48.71404338458524,False
30m,14,21,12,0.025,2,30,3,6010,2592,-2.3451201205063184,-0.8197411581433154,1.5253789623630027,-1.497137650121493,1276,37.30407523510972,0.9153845251242717,-0.8811501220187165,1.0696778477465914,-3.895647460696484,564,36.17021276595745,0.7888188516833522,-88.11501220187165,False
30m,10,26,12,0.015,3,30,3,6008,2592,-2.379172417252316,-1.0772207407425411,1.3019516765097745,-2.6751542818970444,988,36.63967611336032,0.8506450357029272,-0.6646790306045296,0.7449797313721622,-4.302562263488551,416,37.25961538461539,0.7621023082708833,-66.46790306045295,False
30m,14,30,12,0.02,2,30,3,6004,2592,-2.3796939794769454,-0.8343647194907499,1.5453292599861954,-1.5493311030957244,1205,38.34024896265561,0.9104915631491768,-0.6128851245855004,0.8167601437090913,-2.980522562504813,515,37.0873786407767,0.8309042551815545,-61.28851245855003,False
30m,12,21,12,0.02,3,30,3,6010,2592,-2.4182771317434186,-1.106991893094837,1.3112852386485816,-2.518340597790874,971,36.66323377960865,0.8488328867575831,-0.285537089498157,0.47233527042858414,-1.6652690848958092,413,36.31961259079903,0.8970747701493336,-28.5537089498157,False
30m,12,35,9,0.025,3,30,3,6002,2592,-2.4200290161503886,-0.8680862489986249,1.5519427671517636,-1.9762028382904762,972,38.477366255144034,0.8788437815839142,-0.4637760647440336,0.6012766531071456,-2.524837652822563,430,35.116279069767444,0.8475051827776753,-46.377606474403365,False
30m,10,26,12,0.02,3,30,3,6008,2592,-2.441189993085957,-1.0001878395016321,1.4410021535843252,-2.2962521521862884,994,36.9215291750503,0.8641823256287753,-0.41093555093208123,0.5663044729431332,-2.395369957727223,424,37.264150943396224,0.8572936201758404,-41.093555093208124,False
30m,12,26,9,0.015,3,30,3,6010,2592,-2.4511687224810004,-1.12577168661006,1.3253970358709404,-2.8765665882048017,994,36.61971830985916,0.8420522788607981,-0.4451684904133617,0.6681291049133027,-2.875857498778259,426,36.61971830985916,0.8366543321390898,-44.51684904133617,False
30m,10,26,9,0.015,3,30,3,6010,2592,-2.457959046962016,-1.1749489669274227,1.2830100800345932,-2.9277054041802897,1045,37.41626794258373,0.8420794398376756,-0.7390679842794816,0.7547670713044441,-4.788340405842136,452,35.84070796460177,0.755623572826446,-73.90679842794816,False
30m,10,26,9,0.025,3,30,3,6010,2592,-2.4658218160155783,-1.084656379541102,1.3811654364744763,-2.4215956336009463,1058,37.24007561436673,0.859486620589538,-0.39127472330041196,0.5975255882533125,-2.2263027697158426,462,35.064935064935064,0.8750884294324743,-39.1274723300412,False
30m,10,21,12,0.025,3,30,3,6010,2592,-2.4724229616324083,-1.12096790747064,1.351455054161768,-2.5385863682315404,1008,37.5,0.850479579466165,-0.319472695070599,0.5488997172610578,-1.8061915097865833,438,34.01826484018265,0.8935421213537595,-31.9472695070599,False
30m,12,35,6,0.015,3,30,3,6005,2592,-2.48198322012787,-1.1080237696803124,1.373959450447558,-2.926198392451,1066,37.429643527204504,0.8459463106818259,-0.4527723767358111,0.6410898679356173,-2.9771900111372043,456,37.06140350877193,0.8369835805124001,-45.27723767358111,False
30m,10,26,9,0.02,3,30,3,6010,2592,-2.4865645739984163,-1.091790021019715,1.3947745529787015,-2.5251938064636974,1053,37.32193732193732,0.855582804157529,-0.523426622861407,0.6118302483946758,-3.0846348628615483,462,35.28138528138528,0.8324307408345604,-52.342662286140694,False
30m,14,30,6,0.015,3,30,3,6010,2592,-2.521071383676756,-1.1032355835068302,1.4178358001699263,-2.9180847804824888,1039,36.8623676612127,0.8438931096011739,-0.5835826260352951,0.7470307516546071,-3.7537405990019823,452,36.72566371681416,0.7984697168979958,-58.35826260352951,False
30m,14,26,9,0.015,3,30,3,6010,2592,-2.526712927011757,-1.1217382397087203,1.4049746873030364,-2.8767338526911583,968,36.77685950413223,0.8408061023074896,-0.8301868871644,0.9005006759791016,-5.288979003585364,408,36.27450980392157,0.7136775535807615,-83.01868871644001,False
30m,12,30,12,0.025,2,30,3,6004,2592,-2.5277698064328753,-0.9110078967610571,1.616761909671818,-1.6414137773788493,1253,37.909018355945726,0.9069288870911741,-0.5070061112378061,0.7333851686582834,-2.2188409929149784,557,35.90664272890485,0.872971407708416,-50.70061112378062,False
30m,8,30,12,0.02,3,30,3,6004,2592,-2.5416897592017857,-1.0664958066771395,1.4751939525246462,-2.5093757596134516,1026,36.64717348927875,0.8550267513121236,-0.191268683913313,0.5280369373209948,-1.1081349149252995,446,36.99551569506727,0.9341414722941204,-19.1268683913313,False
30m,12,26,12,0.02,2,30,3,6008,2592,-2.562285350058987,-0.9545787258729251,1.6077066241860616,-1.8216976828950833,1276,37.85266457680251,0.9009380462839238,-0.8184567395979683,0.96128977723909,-3.8225122994718324,542,36.53136531365313,0.7947627556471015,-81.84567395979684,False
30m,10,30,12,0.015,2,30,3,6004,2592,-2.626454004842934,-1.17411810646312,1.4523358983798136,-2.446511306574552,1251,37.64988009592326,0.8741932387237662,-0.9220154901292336,1.0325230219037178,-4.670608646839522,555,36.3963963963964,0.7605257765624145,-92.20154901292335,False
30m,14,21,9,0.015,3,30,3,6010,2592,-2.6287470466022764,-1.2752549967026972,1.353492049899579,-3.2343611078597863,1000,37.0,0.8239357496197168,-0.5572291513733216,0.644319632833211,-3.5644957344692108,426,35.91549295774648,0.7991965735001257,-55.722915137332166,False
30m,14,30,12,0.025,2,30,3,6004,2592,-2.6705162204518755,-0.9772179703672554,1.6932982500846203,-1.733464577200986,1222,37.97054009819967,0.8996712416453652,-0.3993828719213525,0.7365472534872839,-1.7780582758481638,526,36.50190114068441,0.8933372076583556,-39.93828719213525,False
30m,12,35,12,0.025,3,30,3,5999,2592,-2.6714470048132726,-0.9898665926769717,1.6815804121363007,-2.323415223215545,881,38.02497162315551,0.8528772921241468,-0.17560355130060998,0.5573422280248175,-1.0000787790029917,389,34.19023136246786,0.9345982990017268,-17.560355130060998,False
30m,12,21,9,0.015,3,30,3,6010,2592,-2.67394541596924,-1.3047165076386227,1.3692289083306175,-3.193911284352798,1045,37.22488038277512,0.8277436266247984,-0.6398227608204979,0.7510702297193547,-4.180068684707575,439,36.21867881548975,0.7796097586095984,-63.98227608204979,False
30m,12,26,12,0.025,2,30,3,6008,2592,-2.681179744271391,-1.0369731140305156,1.6442066302408753,-1.893005515900717,1290,37.2093023255814,0.8952531225535864,-0.7822963455291028,0.9682249719400916,-3.484444608157386,548,35.583941605839414,0.8097612750775792,-78.22963455291028,False
30m,12,21,12,0.02,2,30,3,6010,2592,-2.689360163213889,-1.1169592528402243,1.5724009103736645,-2.0948197435334897,1297,36.700077101002314,0.8870207530828371,-0.5921651789722637,0.7353331803021171,-2.692687471608071,556,37.589928057553955,0.8488733601129999,-59.21651789722637,False
30m,12,30,12,0.015,2,30,3,6004,2592,-2.7043501819223863,-1.0883516445767965,1.61599853734559,-2.298949807550965,1175,38.04255319148936,0.8786600149195334,-0.8307499210336028,0.9584147494367143,-4.174154682071278,539,36.54916512059369,0.7794012311217967,-83.07499210336027,False
30m,10,21,12,0.02,3,30,3,6010,2592,-2.709025309982516,-1.2679019681523458,1.4411233418301703,-2.9698548843761343,1000,37.4,0.8290668848213024,-0.5261557091541544,0.6421592728379119,-3.113754959317651,437,34.09610983981693,0.8245410245504989,-52.61557091541545,False
30m,14,26,12,0.025,2,30,3,6008,2592,-2.7274670977410596,-0.9942944552674635,1.733172642473596,-1.7891734561270354,1247,37.77064955894146,0.8977832594012031,-0.6670276092228414,0.8931925180057578,-2.9980587702290213,530,35.660377358490564,0.8314584758188912,-66.70276092228414,False
30m,8,21,12,0.02,3,30,3,6010,2592,-2.7300849527639555,-1.1633573645308934,1.5667275882330622,-2.7617364999404734,1070,36.54205607476636,0.8462730508383698,-0.6272936580034548,0.7142642405097467,-3.716444534824202,470,35.1063829787234,0.8045595996197639,-62.72936580034548,False
30m,12,35,12,0.025,2,30,3,5999,2592,-2.744487592437667,-1.0108864317986992,1.7336011606389676,-1.814276465736473,1243,38.13354786806114,0.8966779334775175,-0.32211104370375326,0.7593445299383306,-1.410533930054724,542,37.08487084870848,0.9158872909602965,-32.211104370375324,False
30m,8,30,12,0.025,3,30,3,6004,2592,-2.7617226915653372,-1.128616795642429,1.6331058959229083,-2.567272506407835,1035,36.71497584541063,0.8498499666267606,-0.12808251188715078,0.555516590943186,-0.7084218532169911,448,36.830357142857146,0.9564138405961898,-12.808251188715076,False
30m,14,21,9,0.025,3,30,3,6010,2592,-2.7659763054198336,-1.20620509672357,1.5597712086962634,-2.7288020130495694,1021,37.12047012732615,0.8417848502543773,-0.18720553463213946,0.5173697779388526,-1.0679984214350144,428,35.046728971962615,0.9343092884578383,-18.720553463213946,False
30m,12,26,9,0.025,3,30,3,6010,2592,-2.7700624023922336,-1.1363487741670724,1.633713628225161,-2.581461862849956,1019,37.09519136408244,0.8496180727155144,-0.053845130853515,0.5476469375896889,-0.30198576841336255,428,35.981308411214954,0.9808104701090178,-5.3845130853515,False
30m,10,35,6,0.025,3,30,3,6005,2592,-2.775408647838133,-1.1333717908775907,1.6420368569605426,-2.610721071752532,1162,37.607573149741825,0.8547655590314862,-0.488767842214238,0.7049557881516144,-2.859560992052138,487,35.93429158110883,0.8497802132052187,-48.876784221423804,False
30m,12,35,6,0.025,3,30,3,6005,2592,-2.783105772715951,-1.1585388366644294,1.6245669360515218,-2.7086532339434783,1092,37.54578754578755,0.8460624583294386,-0.22497332111652216,0.6082946977618378,-1.3059296724817369,466,36.26609442060086,0.923660255019819,-22.497332111652213,False
30m,14,30,6,0.02,3,30,3,6010,2592,-2.82126950390298,-1.1780035327325096,1.6432659711704705,-2.8607003408271394,1054,36.907020872865274,0.8388354220099272,-0.34204195301254003,0.577831006067922,-2.0141288044575005,453,36.20309050772627,0.8833708559901369,-34.204195301254,False
30m,8,26,12,0.015,3,30,3,6008,2592,-2.8255382818529116,-1.3782546195380563,1.447283662314855,-3.4741699432394912,1028,37.45136186770428,0.8153343815554037,-0.7465538450447092,0.7866077817560755,-5.028108301606575,431,35.498839907192576,0.7381154535110539,-74.65538450447093,False
30m,14,30,9,0.02,2,30,3,6007,2592,-2.8284978115806334,-1.1478844948552795,1.680613316725354,-2.196782548611566,1302,37.40399385560676,0.8833705931112728,-0.5880226807811051,0.7352585877009773,-2.8094699891547363,546,36.996336996337,0.8478427038000234,-58.8022680781105,False
30m,14,26,9,0.02,3,30,3,6010,2592,-2.8315411807671254,-1.1417527927650006,1.6897883880021245,-2.688410596049929,980,36.734693877551024,0.8441282189094585,-0.6043779362614987,0.7402849601991512,-3.5437883269888544,415,36.144578313253014,0.7962470496933517,-60.43779362614987,False
30m,14,30,6,0.025,3,30,3,6010,2592,-2.8393063955847255,-1.151728189567093,1.6875782060176325,-2.6926030975277335,1063,37.25305738476011,0.8451482086302221,-0.23074527217275317,0.5925934986991052,-1.3074526268203681,456,35.74561403508772,0.9220070129021115,-23.074527217275318,False
30m,10,21,9,0.02,3,30,3,6010,2592,-2.8436720715481094,-1.251242576294426,1.5924294952536837,-2.9683802795301237,1087,36.89052437902484,0.8371671275882551,-0.958824339733983,1.056017475612698,-5.732979923760144,482,33.60995850622407,0.718151220969735,-95.88243397339829,False
30m,10,35,6,0.02,3,30,3,6005,2592,-2.8441011334657835,-1.1992000627876769,1.6449010706781064,-2.885097421979993,1152,37.32638888888889,0.843325240038788,-0.730298184628773,0.8060090645023092,-4.461941874954736,485,35.670103092783506,0.7754695332174598,-73.0298184628773,False
30m,12,21,9,0.02,3,30,3,6010,2592,-2.8532849659317465,-1.3567309338826816,1.4965540320490647,-3.0708513333355865,1051,36.917221693625116,0.8254912242845539,-0.4602478516916017,0.6073581890043355,-2.733093513534637,449,35.634743875278396,0.8474285066021311,-46.02478516916017,False
30m,14,30,9,0.015,2,30,3,6007,2592,-2.8546059728780655,-1.2189289492516036,1.635677023626462,-2.576342975870961,1247,38.0112269446672,0.8681714434474199,-0.8976957977168422,1.0163305771754154,-4.6220609179162215,539,36.92022263450835,0.7633137703772416,-89.76957977168422,False
30m,8,35,6,0.02,3,30,3,6005,2592,-2.855883046894826,-1.2509824562552785,1.6049005906395475,-3.1812037626733285,1217,38.53738701725555,0.8394078920464216,-0.5488636192694503,0.6647606601667752,-3.4382861717455686,511,33.659491193737765,0.8240166728760733,-54.88636192694503,False
30m,8,21,6,0.02,3,30,3,6010,2592,-2.858934261276155,-1.3582626110768432,1.500671650199312,-3.441499240254622,1303,37.06830391404451,0.8299638595279739,-0.7916866017960091,0.9119018368377511,-4.868912694471641,562,34.34163701067616,0.7727702434433066,-79.16866017960092,False
30m,12,21,9,0.025,3,30,3,6010,2592,-2.8638438245159406,-1.3659328104486304,1.4979110140673102,-2.969382385463422,1060,37.16981132075471,0.8278229342392502,-0.2840144686415806,0.600719542699854,-1.625920126322026,447,35.57046979865772,0.9058009226562737,-28.40144686415806,False
